battle,country,result,source_url
Operation Bourgou IV,France,win,https://en.wikipedia.org/wiki/Operation_Bourgou_IV
Operation Laabingol,France,win,https://en.wikipedia.org/wiki/Operation_Laabingol
Expedition to Ostend,France,other,https://en.wikipedia.org/wiki/Expedition_to_Ostend
Ouahigouya ambush,France,win,https://en.wikipedia.org/wiki/Ouahigouya_ambush
Battle of Oudenarde,France,win,https://en.wikipedia.org/wiki/Battle_of_Oudenarde
Raid on Oyster River,France,win,https://en.wikipedia.org/wiki/Raid_on_Oyster_River
Paknam incident,France,win,https://en.wikipedia.org/wiki/Paknam_incident
Battle of Palestro,France,win,https://en.wikipedia.org/wiki/Battle_of_Palestro
Battle of Palikao,France,win,https://en.wikipedia.org/wiki/Battle_of_Palikao
Battle of Palo Hincado,France,win,https://en.wikipedia.org/wiki/Battle_of_Palo_Hincado
Battle of Pampeluna,France,win,https://en.wikipedia.org/wiki/Battle_of_Pampeluna
Battle of Pavia,France,win,https://en.wikipedia.org/wiki/Battle_of_Pavia
Capture of Pensacola (1719),France,other,https://en.wikipedia.org/wiki/Capture_of_Pensacola_(1719)
Fight at Pesmes,France,win,https://en.wikipedia.org/wiki/Fight_at_Pesmes
Battle of Petitcodiac,France,win,https://en.wikipedia.org/wiki/Battle_of_Petitcodiac
Battle of Pfaffenhofen,France,win,https://en.wikipedia.org/wiki/Battle_of_Pfaffenhofen
Battle of Piacenza,France,win,https://en.wikipedia.org/wiki/Battle_of_Piacenza
Battle of Placentia (1692),France,win,https://en.wikipedia.org/wiki/Battle_of_Placentia_(1692)
Battle of the Plains of Abraham,France,win,https://en.wikipedia.org/wiki/Battle_of_the_Plains_of_Abraham
Battle of Pointe-aux-Trembles,France,win,https://en.wikipedia.org/wiki/Battle_of_Pointe-aux-Trembles
First Battle of Polotsk,France,other,https://en.wikipedia.org/wiki/First_Battle_of_Polotsk
Second Battle of Polotsk,France,win,https://en.wikipedia.org/wiki/Second_Battle_of_Polotsk
Siege of Pondicherry (1793),France,win,https://en.wikipedia.org/wiki/Siege_of_Pondicherry_(1793)
Battle of Pont-Barré,France,win,https://en.wikipedia.org/wiki/Battle_of_Pont-Barré
Battle of Pontarlier,France,win,https://en.wikipedia.org/wiki/Battle_of_Pontarlier
Battle of Ponte Novu,France,win,https://en.wikipedia.org/wiki/Battle_of_Ponte_Novu
Battle of Pontlevoy,France,unknown,https://en.wikipedia.org/wiki/Battle_of_Pontlevoy
Battle at Port-la-Joye,France,win,https://en.wikipedia.org/wiki/Battle_at_Port-la-Joye
Invasion of Portugal (1807),France,win,https://en.wikipedia.org/wiki/Invasion_of_Portugal_(1807)
Second French invasion of Portugal,France,win,https://en.wikipedia.org/wiki/Second_French_invasion_of_Portugal
Battle of Puebla,France,win,https://en.wikipedia.org/wiki/Battle_of_Puebla
Third Battle of Puebla,France,win,https://en.wikipedia.org/wiki/Third_Battle_of_Puebla
Siege of Quebec (1760),France,win,https://en.wikipedia.org/wiki/Siege_of_Quebec_(1760)
Battle of Ramillies,France,win,https://en.wikipedia.org/wiki/Battle_of_Ramillies
Battle of Rapallo,France,win,https://en.wikipedia.org/wiki/Battle_of_Rapallo
Battle of Renty,France,win,https://en.wikipedia.org/wiki/Battle_of_Renty
Battle of Rheinberg,France,other,https://en.wikipedia.org/wiki/Battle_of_Rheinberg
Battle of Rio de Janeiro (1558),France,win,https://en.wikipedia.org/wiki/Battle_of_Rio_de_Janeiro_(1558)
Battle of Rio de Janeiro (1567),France,win,https://en.wikipedia.org/wiki/Battle_of_Rio_de_Janeiro_(1567)
Raid on Rochefort,France,win,https://en.wikipedia.org/wiki/Raid_on_Rochefort
Battle of Rocoux,France,win,https://en.wikipedia.org/wiki/Battle_of_Rocoux
Battle of Roosebeke,France,win,https://en.wikipedia.org/wiki/Battle_of_Roosebeke
Battle of Rossbach,France,win,https://en.wikipedia.org/wiki/Battle_of_Rossbach
Battle of Rottofreddo,France,loss,https://en.wikipedia.org/wiki/Battle_of_Rottofreddo
Battle of Ruvo,France,win,https://en.wikipedia.org/wiki/Battle_of_Ruvo
Battle of Saarbrücken,France,win,https://en.wikipedia.org/wiki/Battle_of_Saarbrücken
Battle of Sabana Real,France,win,https://en.wikipedia.org/wiki/Battle_of_Sabana_Real
Battle of Sahay,France,win,https://en.wikipedia.org/wiki/Battle_of_Sahay
Battle of Saint-Cast,France,win,https://en.wikipedia.org/wiki/Battle_of_Saint-Cast
Battle of St. John's,France,win,https://en.wikipedia.org/wiki/Battle_of_St._John's
Capture of St. Lucia,France,win,https://en.wikipedia.org/wiki/Capture_of_St._Lucia
Raid on St Malo,France,win,https://en.wikipedia.org/wiki/Raid_on_St_Malo
Capture of Saint Vincent,France,win,https://en.wikipedia.org/wiki/Capture_of_Saint_Vincent
Battle of Saint-Aubin-du-Cormier (1488),France,win,https://en.wikipedia.org/wiki/Battle_of_Saint-Aubin-du-Cormier_(1488)
Battle of Saint-Aubin-du-Cormier (1796),France,win,https://en.wikipedia.org/wiki/Battle_of_Saint-Aubin-du-Cormier_(1796)
Battle of Saint-Denis (1567),France,win,https://en.wikipedia.org/wiki/Battle_of_Saint-Denis_(1567)
Battle of Saint-Fulgent,France,win,https://en.wikipedia.org/wiki/Battle_of_Saint-Fulgent
Battle of Sainte-Foy,France,win,https://en.wikipedia.org/wiki/Battle_of_Sainte-Foy
Sainte-Thérèse raid,France,win,https://en.wikipedia.org/wiki/Sainte-Thérèse_raid
Battle of Salga,France,win,https://en.wikipedia.org/wiki/Battle_of_Salga
Battle of Saltanovka,France,win,https://en.wikipedia.org/wiki/Battle_of_Saltanovka
Battle of San Juan Bautista,France,win,https://en.wikipedia.org/wiki/Battle_of_San_Juan_Bautista
Battle of San Pablo del Monte,France,win,https://en.wikipedia.org/wiki/Battle_of_San_Pablo_del_Monte
Battle of San Pedro,France,win,https://en.wikipedia.org/wiki/Battle_of_San_Pedro
Battle of San Pietro,France,win,https://en.wikipedia.org/wiki/Battle_of_San_Pietro
Battle of Sant Esteve d'en Bas,France,win,https://en.wikipedia.org/wiki/Battle_of_Sant_Esteve_d'en_Bas
Battle of Santa Vittoria,France,win,https://en.wikipedia.org/wiki/Battle_of_Santa_Vittoria
Battle of Santiago (1660),France,other,https://en.wikipedia.org/wiki/Battle_of_Santiago_(1660)
Saratoga raid,France,win,https://en.wikipedia.org/wiki/Saratoga_raid
Battle of Saumur (1793),France,win,https://en.wikipedia.org/wiki/Battle_of_Saumur_(1793)
Battle of Savenay,France,win,https://en.wikipedia.org/wiki/Battle_of_Savenay
Battle of Schellenberg,France,win,https://en.wikipedia.org/wiki/Battle_of_Schellenberg
Battle of Sedan,France,win,https://en.wikipedia.org/wiki/Battle_of_Sedan
Battle of Seminara,France,win,https://en.wikipedia.org/wiki/Battle_of_Seminara
Battle of Seminara (1503),France,win,https://en.wikipedia.org/wiki/Battle_of_Seminara_(1503)
British capture of Senegal,France,win,https://en.wikipedia.org/wiki/British_capture_of_Senegal
Battle of Serravalle (1544),France,win,https://en.wikipedia.org/wiki/Battle_of_Serravalle_(1544)
Battle of the Sesia (1524),France,win,https://en.wikipedia.org/wiki/Battle_of_the_Sesia_(1524)
Battle of Shevardino,France,win,https://en.wikipedia.org/wiki/Battle_of_Shevardino
Battle of Sideling Hill,France,win,https://en.wikipedia.org/wiki/Battle_of_Sideling_Hill
Battle of Sidi Bou Othman,France,win,https://en.wikipedia.org/wiki/Battle_of_Sidi_Bou_Othman
Siege of Hulst (1702),France,win,https://en.wikipedia.org/wiki/Siege_of_Hulst_(1702)
Siege of La Capelle,France,win,https://en.wikipedia.org/wiki/Siege_of_La_Capelle
Siege of Mouzon,France,win,https://en.wikipedia.org/wiki/Siege_of_Mouzon
Siege of Santo Domingo of 1808,France,win,https://en.wikipedia.org/wiki/Siege_of_Santo_Domingo_of_1808
Battle of Signal Hill,France,win,https://en.wikipedia.org/wiki/Battle_of_Signal_Hill
Battle of Smolensk (1812),France,win,https://en.wikipedia.org/wiki/Battle_of_Smolensk_(1812)
Battle of Smoliani,France,win,https://en.wikipedia.org/wiki/Battle_of_Smoliani
Battle of Soissons (923),France,win,https://en.wikipedia.org/wiki/Battle_of_Soissons_(923)
Battle of Solferino,France,win,https://en.wikipedia.org/wiki/Battle_of_Solferino
Battle of Speyerbach,France,win,https://en.wikipedia.org/wiki/Battle_of_Speyerbach
Battle of the Spurs,France,win,https://en.wikipedia.org/wiki/Battle_of_the_Spurs
Battle of Staffarda,France,win,https://en.wikipedia.org/wiki/Battle_of_Staffarda
Battle of Steenbergen (1583),France,win,https://en.wikipedia.org/wiki/Battle_of_Steenbergen_(1583)
Battle of Steenkerque,France,other,https://en.wikipedia.org/wiki/Battle_of_Steenkerque
Battle of Stekene,France,win,https://en.wikipedia.org/wiki/Battle_of_Stekene
Battle of Swolna,France,other,https://en.wikipedia.org/wiki/Battle_of_Swolna
2011 Tabankort raid,France,other,https://en.wikipedia.org/wiki/2011_Tabankort_raid
Tabarka expedition (1742),France,win,https://en.wikipedia.org/wiki/Tabarka_expedition_(1742)
Battle of Taillebourg,France,win,https://en.wikipedia.org/wiki/Battle_of_Taillebourg
Taking of Diest (1580),France,win,https://en.wikipedia.org/wiki/Taking_of_Diest_(1580)
Battle of Taku Forts (1859),France,win,https://en.wikipedia.org/wiki/Battle_of_Taku_Forts_(1859)
Battle of Tarutino,France,win,https://en.wikipedia.org/wiki/Battle_of_Tarutino
Tchibarakaten ambush,France,win,https://en.wikipedia.org/wiki/Tchibarakaten_ambush
Battle of Thouars,France,win,https://en.wikipedia.org/wiki/Battle_of_Thouars
Battle of the Thousand Islands,France,win,https://en.wikipedia.org/wiki/Battle_of_the_Thousand_Islands
Battle of Ticonderoga (1759),France,win,https://en.wikipedia.org/wiki/Battle_of_Ticonderoga_(1759)
Invasion of Tobago,France,win,https://en.wikipedia.org/wiki/Invasion_of_Tobago
Battle of Togbao,France,win,https://en.wikipedia.org/wiki/Battle_of_Togbao
Battle of the Tombettes,France,win,https://en.wikipedia.org/wiki/Battle_of_the_Tombettes
Second Battle of Tongo-Tongo,France,win,https://en.wikipedia.org/wiki/Second_Battle_of_Tongo-Tongo
Battle of Torroella,France,win,https://en.wikipedia.org/wiki/Battle_of_Torroella
Battle of Toulouse (844),France,loss,https://en.wikipedia.org/wiki/Battle_of_Toulouse_(844)
Battle of Tourtour,France,unknown,https://en.wikipedia.org/wiki/Battle_of_Tourtour
Battle of Trenčín,France,win,https://en.wikipedia.org/wiki/Battle_of_Trenčín
Battle of Trocadero,France,win,https://en.wikipedia.org/wiki/Battle_of_Trocadero
Battle of Turbigo,France,win,https://en.wikipedia.org/wiki/Battle_of_Turbigo
Battle of Valenciennes (1656),France,win,https://en.wikipedia.org/wiki/Battle_of_Valenciennes_(1656)
Battle of Varaville,France,win,https://en.wikipedia.org/wiki/Battle_of_Varaville
Battle of Varey,France,win,https://en.wikipedia.org/wiki/Battle_of_Varey
Battle of Varize,France,win,https://en.wikipedia.org/wiki/Battle_of_Varize
Battle of Veillane,France,win,https://en.wikipedia.org/wiki/Battle_of_Veillane
Battle of Vendôme,France,win,https://en.wikipedia.org/wiki/Battle_of_Vendôme
Siege of Venlo (1702),France,win,https://en.wikipedia.org/wiki/Siege_of_Venlo_(1702)
Battle of Verneuil,France,win,https://en.wikipedia.org/wiki/Battle_of_Verneuil
Battle of Vihiers,France,win,https://en.wikipedia.org/wiki/Battle_of_Vihiers
Battle of Villaviciosa,France,win,https://en.wikipedia.org/wiki/Battle_of_Villaviciosa
Battle of Villersexel,France,win,https://en.wikipedia.org/wiki/Battle_of_Villersexel
Battle of Villinghausen,France,win,https://en.wikipedia.org/wiki/Battle_of_Villinghausen
Battle of Vilshofen,France,win,https://en.wikipedia.org/wiki/Battle_of_Vilshofen
Battle of Vimory,France,win,https://en.wikipedia.org/wiki/Battle_of_Vimory
Battle of Vĩnh Yên,France,win,https://en.wikipedia.org/wiki/Battle_of_Vĩnh_Yên
Battle of Vitebsk (1812),France,win,https://en.wikipedia.org/wiki/Battle_of_Vitebsk_(1812)
Battle of Vrbanja Bridge,France,other,https://en.wikipedia.org/wiki/Battle_of_Vrbanja_Bridge
Battle of Vyazma,France,win,https://en.wikipedia.org/wiki/Battle_of_Vyazma
Battle of Walcourt,France,win,https://en.wikipedia.org/wiki/Battle_of_Walcourt
Battle of Warburg,France,win,https://en.wikipedia.org/wiki/Battle_of_Warburg
Raid on Wells (1692),France,win,https://en.wikipedia.org/wiki/Raid_on_Wells_(1692)
Battle of Wijnendale,France,win,https://en.wikipedia.org/wiki/Battle_of_Wijnendale
Battle of Wilhelmsthal,France,win,https://en.wikipedia.org/wiki/Battle_of_Wilhelmsthal
Battle of Wilton (New York),France,unknown,https://en.wikipedia.org/wiki/Battle_of_Wilton_(New_York)
Battle of Wolkowisk,France,win,https://en.wikipedia.org/wiki/Battle_of_Wolkowisk
Capture of York Factory,France,unknown,https://en.wikipedia.org/wiki/Capture_of_York_Factory
Battle of Yu Oc,France,win,https://en.wikipedia.org/wiki/Battle_of_Yu_Oc
Battle of Zhangjiawan,France,win,https://en.wikipedia.org/wiki/Battle_of_Zhangjiawan
Battle of Zsibó,France,win,https://en.wikipedia.org/wiki/Battle_of_Zsibó
Battle of Zvolen (1703),France,win,https://en.wikipedia.org/wiki/Battle_of_Zvolen_(1703)
Category:Naval battles involving France,France,unknown,https://en.wikipedia.org/wiki/Category:Naval_battles_involving_France
Category:Sieges involving France,France,unknown,https://en.wikipedia.org/wiki/Category:Sieges_involving_France
Category:Tank battles involving France,France,unknown,https://en.wikipedia.org/wiki/Category:Tank_battles_involving_France
Category:Battles involving the Kingdom of France (987–1792),France,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_the_Kingdom_of_France_(987–1792)
Category:Battles involving the Duchy of Brittany,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_the_Duchy_of_Brittany
Category:Battles involving the French Foreign Legion,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_the_French_Foreign_Legion
Category:Battles involving the Paris Commune,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_the_Paris_Commune
Category:Battles of the War in Afghanistan (2001–2021) involving France,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_War_in_Afghanistan_(2001–2021)_involving_France
Category:Battles of the French conquest of Algeria,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_French_conquest_of_Algeria
Category:Battles of the Algerian War,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Algerian_War
Category:Battles of the Anglo-French wars,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Anglo-French_wars
Category:Battles of the Great Syrian Revolt,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Great_Syrian_Revolt
Category:Battles of the Haitian Revolution,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Haitian_Revolution
Category:Battles and operations of the First Indochina War,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_and_operations_of_the_First_Indochina_War
Category:Battles of the Korean War involving France,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Korean_War_involving_France
Category:Battles of the Mali War involving France,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Mali_War_involving_France
Category:Battles of the Second French intervention in Mexico,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Second_French_intervention_in_Mexico
Category:Battles of the Second Opium War,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Second_Opium_War
Category:Battles of the Franco-Prussian War,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Franco-Prussian_War
Category:Battles of the French Revolutionary and Napoleonic Wars,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_French_Revolutionary_and_Napoleonic_Wars
Category:Battles of the Russian Civil War involving France,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Russian_Civil_War_involving_France
Category:Battles of the Sino-French War,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Sino-French_War
Category:Battles of the Franco-Turkish War,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Franco-Turkish_War
Category:Battles of the French conquest of Vietnam,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_French_conquest_of_Vietnam
Category:Battles of World War I involving France,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_World_War_I_involving_France
Category:Battles of World War II involving France,France,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_World_War_II_involving_France
Category:French battle stubs,France,unknown,https://en.wikipedia.org/wiki/Category:French_battle_stubs
Asturias Offensive,Germany,win,https://en.wikipedia.org/wiki/Asturias_Offensive
Battle of Adibo,Germany,win,https://en.wikipedia.org/wiki/Battle_of_Adibo
Battle of Nagyvárad (1664),Germany,win,https://en.wikipedia.org/wiki/Battle_of_Nagyvárad_(1664)
Battle of Smorgon,Germany,win,https://en.wikipedia.org/wiki/Battle_of_Smorgon
Battle on the Marchfeld,Germany,win,https://en.wikipedia.org/wiki/Battle_on_the_Marchfeld
Fall of Belgrade (1915),Germany,win,https://en.wikipedia.org/wiki/Fall_of_Belgrade_(1915)
Berlin Crisis of 1961,Germany,draw,https://en.wikipedia.org/wiki/Berlin_Crisis_of_1961
1918 Christmas crisis,Germany,other,https://en.wikipedia.org/wiki/1918_Christmas_crisis
Civil War on the Don,Germany,win,https://en.wikipedia.org/wiki/Civil_War_on_the_Don
Battle of Czajánek's barracks,Germany,other,https://en.wikipedia.org/wiki/Battle_of_Czajánek's_barracks
German Autumn,Germany,win,https://en.wikipedia.org/wiki/German_Autumn
German-Swedish skirmishes in Lapland,Germany,other,https://en.wikipedia.org/wiki/German-Swedish_skirmishes_in_Lapland
Good Friday Battle,Germany,other,https://en.wikipedia.org/wiki/Good_Friday_Battle
Clash at Habersbirk,Germany,win,https://en.wikipedia.org/wiki/Clash_at_Habersbirk
Battle of Hemmingstedt,Germany,win,https://en.wikipedia.org/wiki/Battle_of_Hemmingstedt
Jabłonków incident,Germany,win,https://en.wikipedia.org/wiki/Jabłonków_incident
Kalinkovichi–Mozyr Operation,Germany,win,https://en.wikipedia.org/wiki/Kalinkovichi–Mozyr_Operation
Kosovo offensive (1915),Germany,win,https://en.wikipedia.org/wiki/Kosovo_offensive_(1915)
Third bombardment of mount Lovćen,Germany,win,https://en.wikipedia.org/wiki/Third_bombardment_of_mount_Lovćen
Siege of Naples (1191),Germany,win,https://en.wikipedia.org/wiki/Siege_of_Naples_(1191)
Battle of Niš (1915),Germany,win,https://en.wikipedia.org/wiki/Battle_of_Niš_(1915)
Prizren incident (1999),Germany,win,https://en.wikipedia.org/wiki/Prizren_incident_(1999)
Battle of Rawicz,Germany,win,https://en.wikipedia.org/wiki/Battle_of_Rawicz
Roslavl–Novozybkov offensive,Germany,win,https://en.wikipedia.org/wiki/Roslavl–Novozybkov_offensive
Battle of Santander,Germany,win,https://en.wikipedia.org/wiki/Battle_of_Santander
Siege of Kanizsa (1664),Germany,win,https://en.wikipedia.org/wiki/Siege_of_Kanizsa_(1664)
Siege of Pécs (1664),Germany,win,https://en.wikipedia.org/wiki/Siege_of_Pécs_(1664)
Skirmish at Sövde,Germany,win,https://en.wikipedia.org/wiki/Skirmish_at_Sövde
Tarkint attack (2021),Germany,unknown,https://en.wikipedia.org/wiki/Tarkint_attack_(2021)
Battle of Tetovo,Germany,other,https://en.wikipedia.org/wiki/Battle_of_Tetovo
Battle of Toboly,Germany,win,https://en.wikipedia.org/wiki/Battle_of_Toboly
First Battle of Vailele,Germany,win,https://en.wikipedia.org/wiki/First_Battle_of_Vailele
Battle of Waterberg,Germany,win,https://en.wikipedia.org/wiki/Battle_of_Waterberg
Dniester Front,Germany,win,https://en.wikipedia.org/wiki/Dniester_Front
Category:Naval battles involving Germany,Germany,unknown,https://en.wikipedia.org/wiki/Category:Naval_battles_involving_Germany
Category:Sieges involving Germany,Germany,unknown,https://en.wikipedia.org/wiki/Category:Sieges_involving_Germany
Category:Tank battles involving Germany,Germany,unknown,https://en.wikipedia.org/wiki/Category:Tank_battles_involving_Germany
Category:Battles involving Bavaria,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_Bavaria
Category:Battles involving East Francia,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_East_Francia
Category:Battles involving the Holy Roman Empire,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_the_Holy_Roman_Empire
Category:Battles involving Prussia,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_Prussia
Category:Battles involving the Kingdom of Westphalia,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_involving_the_Kingdom_of_Westphalia
Category:Battles of the War in Afghanistan (2001–2021) involving Germany,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_War_in_Afghanistan_(2001–2021)_involving_Germany
Category:Battles and operations of World War II involving Germany,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_and_operations_of_World_War_II_involving_Germany
Category:Battles of the Boxer Rebellion,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Boxer_Rebellion
Category:Battles of the Finnish Civil War,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Finnish_Civil_War
Category:Battles of the German Revolution of 1918–1919,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_German_Revolution_of_1918–1919
Category:Battles of the Political violence in Germany (1918–1933),Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Political_violence_in_Germany_(1918–1933)
Category:Battles of the Second Samoan Civil War,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Second_Samoan_Civil_War
Category:Battles of the Unification of Germany,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Unification_of_Germany
Category:Battles of the Franco-Prussian War,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Franco-Prussian_War
Category:Battles of the German revolutions of 1848–1849,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_German_revolutions_of_1848–1849
Category:Battles of the Russian Civil War involving Germany,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Russian_Civil_War_involving_Germany
Category:Battles of the Silesian Uprisings,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_the_Silesian_Uprisings
Category:Battles of World War I involving Germany,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_World_War_I_involving_Germany
Category:Battles of World War II involving Germany,Germany,unknown,https://en.wikipedia.org/wiki/Category:Battles_of_World_War_II_involving_Germany
Category:German battle stubs,Germany,unknown,https://en.wikipedia.org/wiki/Category:German_battle_stubs
File:AtlanticGoodwood Battle plan.jpg,Germany,unknown,https://en.wikipedia.org/wiki/File:AtlanticGoodwood_Battle_plan.jpg
Battle of Ashmyany,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Ashmyany
Battle of Bardejov,Poland,unknown,https://en.wikipedia.org/wiki/Battle_of_Bardejov
Battle of Bydgoszcz,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Bydgoszcz
Battle of Cernăuți,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Cernăuți
Battle of Chojnice (1454),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Chojnice_(1454)
Battle of Eylau (1455),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Eylau_(1455)
Battle of Grunwald,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Grunwald
Battle of Koronowo,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Koronowo
Battle of Latarnia,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Latarnia
Battle of Lipniszki,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Lipniszki
Battle of Lubny,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Lubny
Battle of Lubusz (1239),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Lubusz_(1239)
Battle of Lwów (1695),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Lwów_(1695)
Battle of Pererîta,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Pererîta
Battle of Reni,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Reni
Battle of Skoczów,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Skoczów
Battle of Świecino,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Świecino
Battle of Tarnopol,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Tarnopol
Battle of the Narew River,Poland,win,https://en.wikipedia.org/wiki/Battle_of_the_Narew_River
Battle of the Vistula River (1341),Poland,win,https://en.wikipedia.org/wiki/Battle_of_the_Vistula_River_(1341)
Battle of Berezina,Poland,other,https://en.wikipedia.org/wiki/Battle_of_Berezina
Battle of Borisov,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Borisov
Battle of Borodino,Poland,other,https://en.wikipedia.org/wiki/Battle_of_Borodino
Raid on Brandenburg,Poland,win,https://en.wikipedia.org/wiki/Raid_on_Brandenburg
Battle of Brańsk,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Brańsk
Battle of 1047 between Casimir I and Miecław,Poland,win,https://en.wikipedia.org/wiki/Battle_of_1047_between_Casimir_I_and_Miecław
Battle of Cătlăbuga,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Cătlăbuga
Battle of Ceber,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Ceber
Battle of Cedynia,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Cedynia
Battle of Chambois,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Chambois
Battle of Chițcani (1683),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Chițcani_(1683)
Battle of Chmielnik,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Chmielnik
Battle of Chornobyl,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Chornobyl
Battle of the Cosmin Forest,Poland,win,https://en.wikipedia.org/wiki/Battle_of_the_Cosmin_Forest
Battle of Coștangalia,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Coștangalia
Battle of Czarne,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Czarne
Battle of Dadosesani Land,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Dadosesani_Land
Battle of Darsūniškis,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Darsūniškis
Battle of Drohiczyn,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Drohiczyn
Battle of Fraustadt,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Fraustadt
Battle of Gdańsk (1272),Poland,win,https://en.wikipedia.org/wiki/Battle_of_Gdańsk_(1272)
Battle of Gniew,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Gniew
Battle of Gniewkowo,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Gniewkowo
Battle of Górzno,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Górzno
Battle of Grotniki,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Grotniki
Battle of Gwoździec,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Gwoździec
Battle of Halbe,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Halbe
Battle of Hodów,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Hodów
Attack on Hrubieszów,Poland,win,https://en.wikipedia.org/wiki/Attack_on_Hrubieszów
Battle of Hundsfeld,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Hundsfeld
Jabłonków incident,Poland,win,https://en.wikipedia.org/wiki/Jabłonków_incident
Battle of Kalisz,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Kalisz
Battle of Kircholm,Poland,win,https://en.wikipedia.org/wiki/Battle_of_Kircholm
